date,app,platform,network,cdn,geography,stream_type,vst_p50,vst_p95,rebuffer_ratio,rebuffer_rate,vsf,ebvs,avg_rendered_bitrate,downshift_frequency,total_watch_time,avg_session_duration,dau,wau,mau,content_completion_25,content_completion_50,content_completion_75,content_completion_100,browse_to_play,ad_fill_rate,ad_start_failure,vcr_ads,ad_pod_dropoff,churn_rate,arpu,cdn_cache_hit_ratio,manifest_fetch_latency,ttfb,volume
2021-11-19,App_B,Android,Comcast Xfinity,Cloudflare,Country,VOD Series,1.61,3.66,2.01,0.85,1.38,2.1,4.75,2.29,4027,19,5985,29018,69618,83.1,63.6,45.8,33.1,54.6,82.3,1.38,64.8,10.3,5.43,3.27,91.3,242,205,10358
2021-11-20,App_A,Android,Broadband,AWS CloudFront,Country,Live Sports/Events,1.8,3.73,1.77,0.65,1.45,2.24,4.98,1.73,4298,24.3,7208,34625,92207,81,67.4,46.1,32.2,55.9,83.5,1.87,72.2,8.8,5.54,3.17,89.2,252,190,12843
2021-11-20,App_B,FireTV,Comcast Xfinity,Cloudflare,Metro,FAST linear,1.88,3.74,2.44,0.74,1.4,1.94,4.55,2.05,3586,19.8,6690,31790,83504,79.4,64,49.7,32.9,53.5,82.7,1.49,68.7,8.5,5.09,3.25,89.5,233,157,9365
2021-11-21,App_A,Desktop Web,Wi-Fi,Fastly,Metro,Live Sports/Events,1.75,4.35,1.97,0.9,1.57,1.8,4.98,1.93,4949,20,7725,36801,84981,80.9,63,49.2,34.1,58.5,81.8,1.79,71,9.8,5.14,3.64,89.1,216,189,10766
2021-11-21,App_B,iOS,Jio,Fastly,Country,VOD Series,1.94,4.38,2.03,0.8,1.53,2.52,4.8,2.15,4220,19.9,6390,30463,74138,84.3,63.9,49.8,32,50.4,86.9,2.03,66.5,9.7,5.67,3.37,88.3,265,196,10237
2021-11-22,App_A,Android TV,T-Mobile,AWS CloudFront,Country,Live Sports/Events,1.77,3.91,2.06,0.93,1.15,2.29,4.58,1.59,4568,20.5,7070,34159,70988,81.7,68.1,45.8,32.8,53.8,85.4,1.78,72.8,8.6,5.04,3.53,90,268,174,8779
2021-11-22,App_B,Android,Jio,Cloudflare,Country,VOD Movies,1.89,4.16,1.83,0.79,1.71,2.1,4.27,1.98,3475,19.3,6050,29274,71763,82.6,68.4,49.6,32.4,55,83.5,1.79,64.5,8.3,5.96,3.23,90.4,239,148,8679
2021-11-23,App_A,Android,Jio,AWS CloudFront,Metro,FAST linear,1.49,4.17,2,0.8,1.19,1.9,5.22,2.04,4902,23.2,7975,38360,88407,80.8,63.1,48.6,32.8,56.2,87.7,1.56,72.5,9.7,5.14,3.5,90,247,166,11360
2021-11-23,App_B,Apple TV,Cellular 4G,AWS CloudFront,Metro,VOD Series,1.72,4.28,1.98,0.72,1.69,2.27,4.05,2.15,3883,21.5,6876,32675,83544,84.8,62.2,47,31,54.8,86.6,1.4,66.2,8.7,5.7,3.2,91.5,217,206,10733
2021-11-24,App_A,Android TV,Comcast Xfinity,Akamai,Region,VOD Series,1.73,3.67,1.74,0.83,1.6,2.56,4.36,2.14,3817,20.5,8130,38727,88030,79.8,67.6,45.8,32.2,53,82.8,1.54,72.7,7.7,4.88,3.23,89.1,216,186,13586
2021-11-24,App_B,iOS,Cellular 5G,Cloudflare,Metro,FAST linear,1.82,3.73,2.28,0.96,1.69,1.86,4.72,2.23,4023,22,6066,28830,74004,84.9,64.8,48.7,31.2,52.1,83.2,1.58,67.4,10.7,4.91,3.21,90.2,201,153,9726
2021-11-25,App_A,iOS,Jio,AWS CloudFront,Country,FAST linear,1.77,4.02,1.56,0.88,1.58,2.36,5.15,1.57,4024,21,7225,34466,92941,82.5,65,51.3,31.4,57.1,84.6,1.27,67.8,7.7,5.29,3.07,89.1,226,172,11291
2021-11-25,App_B,Android TV,Wi-Fi,Fastly,Country,VOD Movies,1.72,4.24,1.74,0.7,1.28,2.06,4.43,1.75,3695,22.3,6674,32189,80190,85.2,65.6,47.7,32.1,53.3,84.3,1.63,64.7,11.1,5.63,2.89,88.3,215,202,8770
2021-11-26,App_A,iOS,T-Mobile,Fastly,Country,FAST linear,1.42,3.62,2.19,0.79,1.22,2.42,5.26,2.02,4218,21.5,7156,34312,92710,82.8,68.3,45.8,35.4,58.8,84.7,1.39,72.7,9.8,5.6,3.02,88.8,252,177,10792
2021-11-26,App_B,Android TV,Jio,AWS CloudFront,Metro,VOD Series,1.87,3.71,2.4,0.77,1.28,2.45,4.78,2.16,3937,21.7,7007,33829,77836,84.2,65.7,48.4,33.5,54.2,85.7,1.45,65,9.6,5.9,3.33,90.2,226,186,9161
2021-11-27,App_A,FireTV,T-Mobile,Akamai,Metro,Live Sports/Events,1.58,3.78,2.07,0.81,1.15,2.57,4.6,1.8,4036,22.6,7421,35928,94438,84.9,63.4,49.4,31.6,55.7,84,1.63,71.7,8.5,5.28,3.21,89.2,217,159,9664
2021-11-27,App_B,Desktop Web,Verizon,AWS CloudFront,Region,VOD Series,1.81,4.71,2.07,0.73,1.69,2.42,4.05,2.1,3398,19.4,6855,33187,81750,85.1,62.8,48.8,30,55.6,85.6,1.78,68.7,10.3,5.19,3.21,91.1,233,177,11995
2021-11-28,App_A,Android TV,Broadband,AWS CloudFront,Region,FAST linear,1.58,3.74,2.23,0.75,1.39,2.37,4.4,1.95,4804,21.6,7263,35165,81136,80.5,63.6,47.8,32.8,55.9,83,1.58,70.9,8.6,4.54,3.53,90.3,254,140,11242
2021-11-28,App_B,Tizen,T-Mobile,Fastly,Metro,VOD Series,1.93,4.31,2.03,0.68,1.43,2.03,4.05,2.36,3663,19.6,6743,32614,85077,81.9,68.4,49,31,55.6,87.8,1.42,63.4,10.9,6.05,2.96,88.1,281,157,9834
2021-11-29,App_A,Apple TV,Cellular 4G,Akamai,Country,VOD Movies,1.69,3.91,1.62,0.65,1.31,2.17,5.07,1.64,4371,21.2,7638,36285,84535,79.3,66.5,46.5,35.6,56.7,85.6,1.63,70.3,9,5.16,3.43,88.1,259,174,10261
2021-11-29,App_B,Android,Cellular 4G,Cloudflare,Region,FAST linear,1.69,3.61,2.04,1,1.73,2.13,3.96,1.81,4098,21.5,7220,34950,84337,83.5,65,47.1,31.6,50.1,81.7,1.59,69.7,8.2,6.03,3.37,90.1,233,165,11952
2021-11-30,App_A,FireTV,AT&T,AWS CloudFront,Metro,FAST linear,1.65,3.29,1.81,0.67,1.33,1.91,5.08,2.19,4397,24,8364,40478,95252,85.4,65.9,48.6,34.9,56.5,87.6,1.44,68.6,8.3,5.17,3.32,89.7,212,165,14949
2021-11-30,App_B,FireTV,Cellular 4G,AWS CloudFront,Metro,FAST linear,1.93,3.78,1.68,0.73,1.61,2.56,4.24,2.2,4143,21.2,6548,31482,70837,79.5,68.2,48,34,52.6,82.9,1.58,66,9.5,5.7,3.03,91.1,257,205,9655
2021-12-01,App_A,Android TV,T-Mobile,Cloudflare,Metro,VOD Series,1.43,3.44,2.04,0.83,1.43,1.98,5.09,1.79,3881,21.3,7649,37038,76831,83.3,66,46.5,34.9,56.6,85.1,1.69,69.2,7.9,5.49,3.09,91.3,213,148,10023
2021-12-01,App_B,Desktop Web,Cellular 5G,Fastly,Metro,Live Sports/Events,1.52,3.53,1.76,0.88,1.54,2.27,4.04,2.16,3406,20.9,7064,33975,77251,82.5,62.5,50.8,31.2,55.9,84.1,1.79,64.9,8.8,4.8,3.39,88.8,239,183,8822
2021-12-02,App_A,Android,T-Mobile,Cloudflare,Country,VOD Series,1.42,4.31,1.6,0.89,1.14,2.36,5,2.09,3961,24.6,8402,40285,93282,79.3,64.4,51.2,32.3,52.5,84.1,1.57,71.4,9.9,4.57,3.05,89.4,247,163,10668
2021-12-02,App_B,iOS,Comcast Xfinity,Akamai,Metro,FAST linear,1.96,4.07,1.89,0.7,1.55,2.09,4.82,2.28,4283,21.7,7051,34009,83185,82.8,67.4,49.4,30.6,54.1,86.9,1.92,67.4,10.9,4.93,2.99,90.9,276,167,9777
2021-12-03,App_A,Tizen,Jio,Fastly,Region,VOD Series,1.59,3.65,1.68,0.85,1.39,2.19,4.33,2.17,4032,24.4,8111,38699,92202,79.6,68.3,47.2,34.8,53.2,85,1.56,72.2,8.7,5.12,3.36,91.3,223,153,12174
2021-12-03,App_B,Desktop Web,Cellular 5G,Fastly,Region,FAST linear,1.86,4.52,1.97,0.81,1.27,2.77,4.13,1.84,3992,20.6,7064,34041,87897,79.8,62.7,50,33.5,51.8,82.6,1.47,65,8.7,4.87,3.38,91.5,260,184,9978
2021-12-04,App_A,Desktop Web,Cellular 4G,Fastly,Country,VOD Series,1.72,3.58,1.89,0.89,1.63,2.09,4.79,2.06,5197,22.3,8585,41209,106665,82.7,62.3,46.1,35.5,56.4,82.3,1.88,72.7,8.2,5.27,3.14,88.8,232,157,15188
2021-12-04,App_B,Android,T-Mobile,Cloudflare,Metro,VOD Series,1.71,4.07,2.27,0.68,1.48,2.03,4.2,2.43,4162,21.8,7288,34672,83076,82.5,65.1,47.5,33.7,54.4,84.6,1.72,68.5,9.9,5.2,3.15,89.8,245,155,11622
2021-12-05,App_A,WebOS,Jio,Akamai,Metro,VOD Series,1.65,4.14,2.18,0.76,1.55,1.92,4.46,2.23,4968,24.5,8475,40501,88060,83.1,64.6,51.6,32.9,56.9,85.8,1.38,69.1,8.6,4.72,3.12,90.6,254,182,11118
2021-12-05,App_B,Apple TV,Wi-Fi,Fastly,Metro,VOD Movies,1.65,4.65,1.97,0.68,1.66,2.31,4.47,2.18,4151,23.8,7247,34517,78381,83.7,62.3,47.6,34.1,55.2,84.6,1.66,64.6,10.9,5.47,3.31,89.6,249,193,11222
2021-12-06,App_A,Apple TV,Broadband,Cloudflare,Country,VOD Movies,1.46,3.91,1.54,0.92,1.24,1.95,5.2,2.09,4084,25.5,7504,35934,79605,81.8,63.2,46.2,34.5,55,86.2,1.42,68,8,5.04,3.11,90.7,204,175,10159
2021-12-06,App_B,Apple TV,Jio,Akamai,Metro,VOD Movies,1.68,4.11,2.22,0.79,1.53,1.94,4.76,1.9,4185,22.6,7255,34718,82612,81.4,68.5,47.6,33.7,52.9,82.2,2.02,64.3,10.2,5.75,3.05,91.4,212,165,9288
2021-12-07,App_A,Desktop Web,Jio,AWS CloudFront,Metro,Live Sports/Events,1.7,3.69,2.23,0.83,1.53,2.04,4.89,1.89,4283,23.3,8042,38612,101006,80.2,65.9,46.9,32.8,53.5,84.5,1.34,69,8.1,5.13,3.04,88.7,266,159,13969
2021-12-07,App_B,Android,Wi-Fi,AWS CloudFront,Country,VOD Movies,1.68,4.51,2.21,0.85,1.72,2.26,4.69,1.66,3603,20.7,6627,31616,71184,83.7,67.1,45.9,30.5,52.1,87.6,1.36,66.7,8.8,5.44,3.1,88.9,258,197,9425
2021-12-08,App_A,FireTV,AT&T,Cloudflare,Country,Live Sports/Events,1.6,3.88,1.61,0.77,1.24,2.49,4.78,1.9,4055,24.6,8432,40675,104118,82.2,62.7,46.9,31.5,55.1,86.4,1.31,68.5,9.1,5.02,3.6,91,195,160,14366
2021-12-08,App_B,Desktop Web,Wi-Fi,AWS CloudFront,Country,VOD Series,1.58,3.79,1.82,0.92,1.43,2.21,3.98,2.34,3405,22.6,6701,32373,80271,83.1,68.6,47.6,31.8,55,84.3,1.57,68.2,8.2,5.65,2.98,89.9,213,202,9090
2021-12-09,App_A,Android TV,T-Mobile,Akamai,Region,FAST linear,1.73,4.09,2.26,0.68,1.22,2.06,4.62,1.57,4910,22.6,8591,41088,91590,80.3,66.5,49.8,36,55.1,81.8,1.48,70.9,8.9,4.83,3.05,88.6,238,165,11048
2021-12-09,App_B,Android TV,Cellular 4G,Akamai,Country,FAST linear,1.82,4.18,1.96,0.75,1.77,2.41,4.34,2.14,4369,23.6,6669,31875,82387,85.6,65.5,49.7,33.6,50.7,83.2,2.02,68,9.9,5.4,3.18,88.4,257,160,9655
2021-12-10,App_A,iOS,Cellular 4G,Akamai,Country,FAST linear,1.51,3.94,2.03,0.7,1.61,2.4,4.74,2.11,4880,24.2,8020,38192,91173,80.4,67,50.2,35.9,55.1,85.9,1.68,68.6,9,4.98,3.65,89.1,236,188,11306
2021-12-10,App_B,iOS,Jio,Akamai,Country,FAST linear,1.66,4.68,1.68,0.98,1.22,2.13,4.85,1.64,4031,21.1,6870,32885,70407,80.1,63.8,48.4,33.5,55.8,81.9,1.88,68.9,8.7,5.21,2.87,88.2,205,175,10159
2021-12-11,App_A,Android,Broadband,Cloudflare,Country,FAST linear,1.81,3.4,2.02,0.83,1.35,2.29,4.51,2.02,4243,25.8,8596,41337,109190,83.4,65.8,50.9,33.3,52.8,81.7,1.59,71.7,9,4.99,3.23,88.4,224,152,10938
2021-12-11,App_B,Android TV,Jio,AWS CloudFront,Country,VOD Series,1.77,4.58,1.9,0.8,1.74,2.65,4.97,1.72,4371,23.7,7225,34768,84200,82.3,67.6,50.3,33.6,53.5,83.1,1.61,63.5,9.2,4.76,3.35,90.2,275,167,10753
2021-12-12,App_A,Apple TV,Wi-Fi,Akamai,Region,FAST linear,1.65,3.77,1.52,0.82,1.33,2.46,4.95,2.12,5303,23.2,7949,38343,87155,81.9,65.5,51.6,35.1,54.8,83,1.7,72.7,9.8,4.71,3.66,91.5,210,159,12138
2021-12-12,App_B,iOS,T-Mobile,Cloudflare,Metro,Live Sports/Events,1.63,4.62,1.8,0.81,1.75,2.7,4.38,1.8,4156,23.1,7580,36155,83622,85.4,65.9,47.9,30.7,55.7,81.6,1.58,66.2,10.7,5.03,3.05,91.6,215,178,13153
2021-12-13,App_A,WebOS,Broadband,Akamai,Metro,VOD Series,1.46,3.94,1.75,0.82,1.42,2.29,4.9,1.52,5395,21.6,8869,42749,92407,84.6,62.8,47.7,34.6,55.6,87.4,1.62,73.6,7.9,4.89,3.13,90.4,263,181,15507
2021-12-13,App_B,FireTV,Wi-Fi,Cloudflare,Country,FAST linear,1.73,3.64,2.45,0.88,1.49,2.4,4.69,2.09,4125,22.8,7083,34314,88478,80.3,63.9,48.1,34.3,55.4,87.7,1.8,64.5,9.6,4.81,3.31,91.7,246,165,8730
2021-12-14,App_A,Android TV,Verizon,Akamai,Region,VOD Movies,1.42,4.25,1.7,0.64,1.34,2.11,4.51,1.54,5068,22.4,8648,41113,96399,81.5,68.3,48.3,32.3,59.2,85.2,1.88,69.8,8.4,5.11,3.28,89.5,220,179,14670
2021-12-14,App_B,WebOS,Airtel,AWS CloudFront,Metro,FAST linear,1.92,4.01,2.31,0.74,1.33,2.47,4.51,2.1,3654,22.5,6925,33029,70025,81.5,65.5,47.3,31,55.8,83.6,1.84,67,10.9,5.17,3.3,91.2,202,195,9196
2021-12-15,App_A,Tizen,Broadband,Fastly,Country,Live Sports/Events,1.7,4.19,1.96,0.93,1.22,2.34,4.51,2.2,4478,23.2,8002,38621,85316,84.9,65.9,48.8,32,54.7,84.8,1.53,70.9,8.4,5.23,3.05,90,247,187,14009
2021-12-15,App_B,Tizen,Comcast Xfinity,Cloudflare,Metro,Live Sports/Events,1.74,3.67,1.84,0.87,1.68,2.42,4.59,2.1,3534,21.6,7028,33780,88198,81.8,66.2,50.4,33.4,54.7,83.7,1.37,69.8,8.6,5.8,3.03,90.7,271,202,12513
2021-12-16,App_A,Desktop Web,Cellular 5G,Fastly,Region,VOD Movies,1.48,4,1.87,0.72,1.21,2.53,4.89,2.11,4252,25.3,8718,42121,91931,79.4,68.3,50.4,34.3,54.1,84.4,1.43,73.2,10,5.45,3.39,90.4,260,176,12897
2021-12-16,App_B,Desktop Web,T-Mobile,Akamai,Metro,Live Sports/Events,1.59,4.05,1.69,0.75,1.63,2.39,4.57,1.7,4322,21.3,6711,32049,67682,84.1,65.2,50.3,32.9,52.4,87.5,1.63,64.4,8.4,5.97,3.27,88.9,244,160,11249
2021-12-17,App_A,Android TV,Cellular 5G,Akamai,Region,VOD Series,1.58,3.66,1.69,0.72,1.26,1.97,4.42,2.18,4812,24.6,7974,38135,83098,82,66.5,47.8,34.5,57.7,81.8,1.68,67.1,9,4.9,3.17,90.6,203,139,12653
2021-12-17,App_B,FireTV,Broadband,Akamai,Country,VOD Movies,1.61,4.49,1.74,0.8,1.53,2.46,4.47,1.92,4174,21.1,7596,36687,91815,81.5,63.9,48.4,33,55.2,83.1,1.51,69.9,9,6,3.19,89,215,151,9765
2021-12-18,App_A,FireTV,Broadband,AWS CloudFront,Region,FAST linear,1.43,3.46,1.99,0.92,1.65,1.72,4.57,1.7,4201,23.5,8177,39609,81949,80.4,67.6,46.5,35.4,52.6,83.1,1.79,71.2,9.4,5.23,3.42,90,228,165,9955
2021-12-18,App_B,WebOS,Wi-Fi,Fastly,Metro,VOD Movies,1.9,4.45,2.3,0.77,1.56,2.16,4.33,2.41,4471,22.1,7223,34721,89750,85.5,67.3,47.9,31.9,55.9,84.4,1.74,67.2,8.6,4.76,3.2,89.1,229,154,10766
2021-12-19,App_A,Android,Verizon,Cloudflare,Region,VOD Series,1.64,3.35,2.06,0.7,1.16,1.98,5.21,2.08,4405,24.1,9122,43626,111396,79.3,64.4,49.4,31.8,57.4,85.2,1.27,68.3,10.2,4.91,3.51,91.6,256,191,15629
2021-12-19,App_B,Tizen,Airtel,Cloudflare,Metro,VOD Series,1.52,3.98,2.31,1.01,1.78,2.6,3.98,1.89,3899,23.6,6881,32999,77165,79.5,64.5,49.9,33.9,55,82.4,1.6,68.6,8.8,5.7,2.95,89.2,249,160,8999
2021-12-20,App_A,Tizen,Cellular 5G,Fastly,Region,VOD Movies,1.43,3.49,1.97,0.91,1.19,2.54,4.57,1.84,4616,26.9,8213,39810,92957,80.6,68.5,49.3,35.1,55.8,82.2,1.54,72.8,9.6,4.53,3.13,91.6,204,135,13163
2021-12-20,App_B,iOS,Airtel,Akamai,Metro,VOD Movies,1.9,4.09,1.83,0.79,1.53,2.73,5.02,2.41,4136,23.4,7189,34847,90351,82.9,63.4,47.1,31,52.1,83.9,1.35,65.9,8.6,5.29,3.48,88.3,281,159,11219
2021-12-21,App_A,Apple TV,Comcast Xfinity,Akamai,Region,Live Sports/Events,1.55,4.22,2.16,0.7,1.25,2.54,5.17,1.72,4845,24,7997,38385,81041,85.7,67.8,47.3,34.3,55.9,87.8,1.67,72.1,8.9,4.6,3.61,89.7,235,145,13349
2021-12-21,App_B,Desktop Web,AT&T,Fastly,Metro,VOD Series,1.61,4.27,2.2,0.83,1.47,2.75,4.47,1.74,4438,25.8,7373,35183,86355,81.2,65.7,50.3,30.5,51.4,83.3,1.95,64.8,10.5,5.29,3.5,89.2,275,204,8867
2021-12-22,App_A,FireTV,Wi-Fi,Akamai,Metro,FAST linear,1.47,3.47,1.67,0.91,1.64,1.89,4.19,1.83,4891,24.4,8715,42014,110475,81.3,68.2,50,33.6,54.8,84.5,1.58,73.5,7.9,4.77,3.39,88.3,253,163,13193
2021-12-22,App_B,FireTV,T-Mobile,AWS CloudFront,Metro,FAST linear,1.9,3.48,2.2,0.9,1.67,2.43,4.19,2.29,4262,22.8,7735,36752,78434,84.2,65,50.9,31.8,53.9,82.8,1.55,64.3,9.8,5.2,3.33,88.9,205,170,12853
2021-12-23,App_A,FireTV,AT&T,Fastly,Country,FAST linear,1.37,3.38,1.89,0.79,1.37,1.78,5.29,2.13,4788,25.6,9212,44531,97540,80.2,62.6,51.7,36,54.4,86.6,1.84,67.4,9.8,4.59,3.5,91.2,211,153,14146
2021-12-23,App_B,Android TV,Jio,Fastly,Region,VOD Series,1.88,4.2,1.74,0.88,1.69,2.14,4.06,2.09,3827,25.8,7085,33974,89891,79.9,64.8,47.4,33.5,52.4,82.5,1.95,65.5,8.6,5.08,3.17,89.8,233,165,12702
2021-12-24,App_A,Desktop Web,AT&T,Fastly,Metro,FAST linear,1.42,4.02,2.23,0.67,1.47,1.91,4.65,1.88,4280,25.4,8592,41314,95549,82.9,63.7,51.6,35,58.4,86.2,1.28,68,8.8,4.55,3.69,90.2,201,158,12568
2021-12-24,App_B,iOS,Verizon,Cloudflare,Metro,FAST linear,1.71,4.3,1.67,0.97,1.31,2.24,4.37,1.92,3938,23.9,7847,37793,88482,84.7,63.6,50.1,33,51.1,82.5,1.44,66,9.4,4.77,3.15,89.1,226,178,11402
2021-12-25,App_A,FireTV,Wi-Fi,Cloudflare,Metro,Live Sports/Events,1.72,4.14,1.53,0.79,1.58,2.51,4.96,1.78,4718,27.3,8351,39777,103001,83.4,63.6,48.4,33.3,54,87.5,1.64,67.3,9.5,5.54,3.42,90.4,187,160,12121
2021-12-25,App_B,Apple TV,Jio,Fastly,Country,Live Sports/Events,1.91,4.29,2.07,0.77,1.36,1.88,4.9,1.7,4347,25.3,7012,33709,81528,83.9,66.4,47.2,31.9,51.3,82,1.79,64.8,9.9,5,3.24,89.5,246,167,9339
2021-12-26,App_A,iOS,Wi-Fi,Fastly,Metro,VOD Series,1.4,3.77,1.67,0.77,1.44,1.88,5.28,1.82,5138,24.2,8855,42863,114106,83.4,66.7,51.3,36,57.5,82.1,1.26,72.5,7.7,4.84,3.18,89.4,243,169,12366
2021-12-26,App_B,iOS,Jio,Cloudflare,Region,VOD Movies,1.73,4.65,2.14,0.96,1.7,2.07,4.63,2.14,3677,26.2,6940,33190,76471,84.9,65.7,50.6,30.7,55,87.1,1.86,64,10.3,5.5,3.43,91.3,223,190,11778
2021-12-27,App_A,Android,Cellular 5G,AWS CloudFront,Metro,Live Sports/Events,1.77,4.1,1.6,0.63,1.44,1.96,4.48,1.91,5268,23,8400,40707,104083,80.7,63.2,46.1,35,52.7,82,1.73,72,9,5.37,3.43,90.8,203,191,12525
2021-12-27,App_B,iOS,Wi-Fi,AWS CloudFront,Region,VOD Movies,1.69,4.5,2.1,0.81,1.32,1.84,4.33,2.44,3804,23.6,7997,38710,88053,81.4,68,49.4,31.7,52.4,85.5,1.56,65.1,10.9,5.87,2.95,88.5,221,193,11656
2021-12-28,App_A,Tizen,Cellular 5G,Fastly,Country,VOD Movies,1.75,3.46,1.73,0.79,1.5,2.47,4.49,2.24,5155,26.5,8572,41329,90502,79.5,67.1,48.3,32.4,54.1,86.9,1.49,67.1,8.3,4.87,3.45,88.8,198,171,14665
2021-12-28,App_B,iOS,Cellular 4G,Fastly,Country,VOD Movies,1.6,3.97,2.39,0.91,1.47,1.96,4.3,1.87,4540,23.9,7328,34816,93690,85.5,67.3,46.4,31.2,53.3,84.3,1.93,69.2,10.2,5.51,3.05,89.4,242,201,12673
2021-12-29,App_A,Desktop Web,Cellular 5G,AWS CloudFront,Region,VOD Series,1.38,3.37,1.58,0.67,1.51,2.29,5.23,1.83,5592,25.3,9114,43603,109666,80.5,67.6,50.3,34.6,57.2,83,1.38,72.8,8.4,4.44,3.53,91.3,229,155,14863
2021-12-29,App_B,iOS,Wi-Fi,Cloudflare,Country,VOD Series,1.54,4.46,2.14,0.95,1.34,2.09,4.83,1.98,4827,24.2,8011,38346,98882,80.2,64,49.7,32.2,51.7,85.5,1.8,66.5,8.9,5.82,2.91,90.3,244,176,11092
2021-12-30,App_A,Android TV,Cellular 4G,Cloudflare,Region,VOD Movies,1.64,3.32,2.25,0.77,1.39,2.39,4.5,2.17,5280,28,9424,45244,113367,85.7,62.6,50.5,31.9,53,87.4,1.67,67.4,9.4,5.25,3.16,91.6,198,175,11983
2021-12-30,App_B,Android TV,Comcast Xfinity,Akamai,Region,VOD Movies,1.82,4.24,1.94,0.91,1.36,2.21,4.8,2.36,4603,22.4,7645,36447,83601,81.8,66.7,46.3,33.2,55.4,84.7,1.38,64.9,8.7,5.15,3.29,88.2,212,182,12268
2021-12-31,App_A,WebOS,Comcast Xfinity,AWS CloudFront,Metro,Live Sports/Events,1.77,3.75,1.51,0.84,1.24,2.32,4.23,2.25,4949,27.3,8479,41109,88191,83,62.8,49.4,35.6,58.6,86,1.42,67.9,7.9,4.99,3.28,91.1,233,144,14321
2021-12-31,App_B,Desktop Web,AT&T,Fastly,Metro,FAST linear,1.91,4.52,1.68,0.96,1.48,2.07,4.09,1.96,4443,22.9,8040,38449,93767,79.5,67.3,51.3,31.7,55.2,82.5,1.83,68.5,10.4,5.86,3.21,91.7,203,166,10361
2022-01-01,App_A,WebOS,Comcast Xfinity,Akamai,Country,VOD Series,1.7,3.84,2.02,0.9,1.19,2.04,4.75,2.19,4411,24.5,9739,46927,106750,83.6,66.2,51.6,31.8,53.6,87.5,1.62,68,9.5,5.21,3.11,90.7,247,163,12306
2022-01-01,App_B,Desktop Web,Cellular 5G,Fastly,Region,Live Sports/Events,1.7,3.62,2.28,0.8,1.74,2.48,4.49,1.71,3989,26.8,7596,36162,87788,83.1,68.7,48,32.3,54.4,82.7,1.86,69,10.5,5.35,2.94,89,225,179,9290
2022-01-02,App_A,WebOS,T-Mobile,AWS CloudFront,Country,Live Sports/Events,1.72,3.97,1.99,0.69,1.19,2.23,5.04,1.99,5487,23.8,8781,42018,98018,83.2,67.1,48.1,34.6,58.2,81.9,1.49,72.3,8.8,4.74,3.09,88.4,238,156,10791
2022-01-02,App_B,Tizen,Cellular 5G,Fastly,Region,FAST linear,1.91,3.61,1.63,0.68,1.33,2.2,4.22,2.2,4022,26,8070,38740,96274,84.9,67,49.8,32.8,52.5,85.1,1.97,65.8,10.1,5.73,2.94,89.6,254,162,12033
2022-01-03,App_A,Tizen,Comcast Xfinity,AWS CloudFront,Country,Live Sports/Events,1.43,3.27,1.97,0.76,1.54,2.4,4.82,2.11,5379,24.5,8601,41109,97822,83.9,67.8,49.3,32.5,54.1,85,1.44,73.3,8.4,4.88,3.59,91.8,221,190,14993
2022-01-03,App_B,WebOS,Broadband,AWS CloudFront,Region,Live Sports/Events,1.64,4.5,1.98,0.74,1.54,2.06,4.63,2.02,5006,25.4,7340,35281,85093,83,68.7,50.3,30.3,54.7,88.2,1.99,66.8,9.9,5.03,3.03,90,199,151,9515
2022-01-04,App_A,Android TV,Broadband,Cloudflare,Region,FAST linear,1.45,3.99,1.76,0.77,1.45,1.84,4.89,1.83,5254,28.9,9422,45085,107873,85.4,64.8,51.3,36,54.9,83.8,1.69,70.4,9.6,5,3.57,91.6,253,153,12890
2022-01-04,App_B,FireTV,Cellular 5G,Fastly,Metro,Live Sports/Events,1.72,4.57,1.73,0.79,1.22,1.94,5.04,1.97,4178,25,8116,38646,83415,85.1,67.4,51,33.6,51.6,86,1.68,66.8,9.7,5.47,3.45,89.6,201,200,10039
2022-01-05,App_A,Android TV,Broadband,Cloudflare,Region,Live Sports/Events,1.62,3.72,2.04,0.7,1.27,1.78,4.76,1.83,4590,29.1,8773,41857,101246,82.3,63.7,50.8,33.9,56.1,88.3,1.53,68.8,7.9,5.45,3.24,88.2,235,147,14012
2022-01-05,App_B,iOS,Cellular 4G,Fastly,Region,FAST linear,1.57,4.69,1.68,0.67,1.57,2.63,4.59,2.15,3889,25.8,7574,36274,97954,83.4,65.6,51.6,31.2,51.5,84.8,1.45,64,9.4,5.96,3.22,90.7,255,191,12557
2022-01-06,App_A,Apple TV,Airtel,Cloudflare,Country,FAST linear,1.43,3.65,1.63,0.81,1.24,2.24,5.1,1.83,5406,24.4,9546,45921,120423,81.7,64.8,51.2,33.4,57.5,86.8,1.65,68.8,9.1,4.47,3.07,91.3,220,151,11589
2022-01-06,App_B,Apple TV,Verizon,Akamai,Metro,VOD Movies,1.61,3.93,1.71,0.84,1.29,2.57,4.31,2.4,4415,23.4,8465,40230,109978,82.1,66,51.3,30.4,54.2,87.8,1.81,68.1,8.9,5.89,3.3,90.7,212,163,11584
2022-01-07,App_A,FireTV,T-Mobile,Cloudflare,Region,VOD Movies,1.49,4.3,1.71,0.86,1.35,2.28,5.31,2.23,4909,27.4,9286,44611,110791,85.1,68.3,48.6,34,54.8,87.7,1.81,69.2,8.3,5.32,3.45,89.7,247,152,12962
